,International Terrorist Watch List,National Terrorist Watch List,National Law Enforcement,Local Law Enforcement,IRS or other Federal Finance Company,Face Match with Picture DB,Cash Payment Same Day,Immediate Family,Extented Family,Place of Worship,WatchList,Biometrics,Ticket Purchase,Link Analysis,Total
45606,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45608,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45611,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45624,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45636,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45663,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45665,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45667,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45706,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45719,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45749,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45756,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45770,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45788,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45789,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45800,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45806,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45821,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45835,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45845,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45884,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45904,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45915,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45925,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45928,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45935,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45967,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45971,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45980,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45994,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46006,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46012,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46030,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46042,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46050,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46052,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46078,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46080,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46089,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46105,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46124,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46125,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46135,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46136,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46142,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46155,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46171,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46181,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46186,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46189,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46241,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46260,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46275,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46283,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46297,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46300,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46317,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46345,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46347,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46358,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46362,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46372,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46408,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46421,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46438,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46449,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46500,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46505,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46524,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46529,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46532,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46550,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46579,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46581,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46606,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46628,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46634,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46641,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46646,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46652,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46668,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46679,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46710,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46718,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46720,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46773,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46779,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46797,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46817,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46819,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46825,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46827,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46833,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46846,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46856,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46860,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46867,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46871,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46893,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46902,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46911,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46942,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46946,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46981,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46989,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
46993,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47000,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47002,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47020,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47078,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47081,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47092,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47100,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47107,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47114,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47123,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47129,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47134,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47140,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47176,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47188,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47189,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47194,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47231,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47233,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47255,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47256,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47265,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47269,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47270,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47296,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47322,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47344,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47355,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47356,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47372,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47373,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47378,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47380,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47404,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47427,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47452,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47454,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47458,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47460,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47462,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47467,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47472,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47515,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47516,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47526,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47535,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47536,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47552,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47563,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47628,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47630,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47656,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47658,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47659,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47672,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47686,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47692,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47698,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47719,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47755,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47800,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47821,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47822,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47840,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47890,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47905,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47909,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47923,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47924,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47957,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47968,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
47979,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48051,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48077,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48102,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48117,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48118,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48134,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48137,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48148,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48168,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48169,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48170,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48173,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48211,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48217,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48223,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48231,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48317,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48357,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48365,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48407,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48429,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48450,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48467,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48474,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48487,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48496,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48497,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48519,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48523,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48527,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48544,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48547,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48560,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48607,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48643,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48647,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48650,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48654,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48664,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48667,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48690,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48700,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48713,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48715,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48718,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48722,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48731,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48732,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48757,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48759,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48769,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48778,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48794,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48820,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48834,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48837,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48838,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48840,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48845,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48850,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48876,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48878,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48894,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48902,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48935,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48936,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48939,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48953,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48960,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48972,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
48996,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49000,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49003,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49007,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49022,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49033,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49039,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49054,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49061,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49067,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49071,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49079,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49084,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49088,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49095,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49097,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49122,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49129,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49170,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49189,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49191,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49194,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49213,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49235,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49239,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49242,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49246,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49256,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49300,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49301,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49303,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49314,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49315,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49323,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49335,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49336,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49338,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49341,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49359,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49372,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49407,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49439,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49445,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49453,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49462,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49473,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49503,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49527,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49534,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49541,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49544,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49556,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49567,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49572,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49584,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49618,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49621,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49666,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49675,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49687,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49688,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49692,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49701,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49715,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49728,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49729,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49737,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49749,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49752,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49778,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49805,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49810,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49870,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49879,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49901,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49903,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49908,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49922,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49924,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49972,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49987,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49994,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
49997,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50004,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50011,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50018,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50032,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50037,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50066,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50070,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50077,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50089,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50097,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50112,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50164,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50171,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50175,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50188,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50213,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50258,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50259,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50261,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50284,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50294,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50361,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50384,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50385,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50394,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50401,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50408,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50414,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50432,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50454,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50468,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50475,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50499,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50503,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50515,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50521,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50539,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50553,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50570,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50610,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50621,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50636,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50638,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50673,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50688,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50725,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50729,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50741,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50761,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50767,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50778,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50793,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50802,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50804,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50817,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50835,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50843,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50858,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50864,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50865,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50877,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50885,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50891,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50905,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
50916,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
